Wall time,Step,Value
1637134954.8950546,0,61.054351806640625
1637134963.0086718,1,71.52110290527344
1637134971.1406503,2,72.97008514404297
1637134978.9745474,3,74.02677917480469
1637134986.6086264,4,74.6444320678711
1637134994.6126788,5,74.83807373046875
1637135002.7365758,6,75.0667724609375
1637135010.1184554,7,75.52083587646484
1637135017.8298573,8,75.80963134765625
1637135025.8158038,9,76.09675598144531
1637135033.3849163,10,76.2386474609375
1637135041.1072469,11,76.22195434570312
1637135049.0062244,12,76.64596557617188
1637135056.6430264,13,76.76615905761719
1637135064.328137,14,76.73277282714844
1637135072.2813668,15,77.08499908447266
1637135080.2775695,16,77.06830596923828
1637135088.556533,17,77.11004638671875
1637135096.55779,18,77.40718841552734
1637135104.7563934,19,77.34207916259766
1637135113.181344,20,77.64923858642578
1637135121.1037557,21,77.6993179321289
1637135129.8794293,22,77.73270416259766
1637135138.623806,23,77.66092681884766
1637135146.7257583,24,77.82118225097656
1637135154.1444666,25,78.0281753540039
1637135162.4450881,26,78.0849380493164
1637135170.5474386,27,78.0582275390625
1637135179.2344735,28,78.23517608642578
1637135187.0952232,29,77.9029769897461
1637135195.1007915,30,78.3153076171875
1637135203.1741047,31,78.18843841552734
1637135211.549058,32,78.30862426757812
1637135219.7262588,33,78.36371612548828
1637135228.1544662,34,78.33867645263672
1637135236.3478587,35,78.29694366455078
1637135245.3769574,36,78.49726104736328
1637135253.7253141,37,78.56570434570312
1637135261.6637096,38,78.63414764404297
1637135269.884041,39,78.73097229003906
1637135278.042005,40,78.5556869506836
1637135285.9071085,41,78.58406829833984
1637135294.368239,42,78.59741973876953
1637135302.4178824,43,78.78939819335938
1637135310.5580523,44,78.69924926757812
1637135318.270438,45,78.78605651855469
1637135326.256929,46,78.79106903076172
1637135334.4560513,47,78.88788604736328
1637135342.9274518,48,78.97636413574219
1637135350.6075745,49,79.10490417480469
1637135358.7994344,50,79.02811431884766
1637135366.535572,51,78.91292572021484
1637135374.1649666,52,79.26849365234375
1637135381.7528183,53,79.21006774902344
1637135389.7982845,54,79.12326049804688
1637135397.3933764,55,79.30689239501953
1637135405.3822234,56,79.43709564208984
1637135413.312286,57,79.38701629638672
1637135421.1433017,58,79.2651596069336
1637135429.2090487,59,79.43876647949219
1637135437.2659073,60,79.4521255493164
1637135445.131235,61,79.53392028808594
1637135453.2337887,62,79.47883605957031
1637135461.0140514,63,79.57398223876953
1637135468.9618082,64,79.68582916259766
1637135476.7379584,65,79.69417572021484
1637135484.5061972,66,79.83607482910156
1637135492.7467103,67,79.71754455566406
1637135500.6737545,68,79.8778076171875
1637135508.3810666,69,79.77096557617188
1637135516.4829948,70,79.91119384765625
1637135524.2520118,71,79.84942626953125
1637135532.1329296,72,79.85777282714844
1637135539.869773,73,79.93456268310547
1637135547.3953276,74,79.95793151855469
1637135555.3926742,75,80.06977844238281
1637135563.7339964,76,79.8778076171875
1637135571.5583704,77,80.06310272216797
1637135579.6767318,78,80.05809020996094
1637135588.0056856,79,80.03472137451172
1637135596.149069,80,80.08814239501953
1637135603.930207,81,80.1448974609375
1637135611.546647,82,80.06310272216797
1637135619.563262,83,80.19998931884766
1637135627.3466718,84,80.211669921875
1637135635.1378155,85,80.20165252685547
1637135643.4146745,86,80.16493225097656
1637135651.1594326,87,80.2734375
1637135659.539467,88,80.29680633544922
1637135667.3241992,89,80.20165252685547
