Wall time,Step,Value
1637062505.8951175,0,59.49018478393555
1637062523.3434567,1,61.528446197509766
1637062540.8264334,2,60.19297409057617
1637062558.7430806,3,67.8752670288086
1637062576.0963442,4,69.75994873046875
1637062593.2142227,5,70.83499908447266
1637062610.8851736,6,71.73143768310547
1637062628.0349863,7,70.87005615234375
1637062645.4880314,8,70.66639709472656
1637062662.8427355,9,71.35250091552734
1637062680.2535503,10,71.99352264404297
1637062697.2616487,11,72.73136901855469
1637062714.3917363,12,73.35903930664062
1637062731.56251,13,73.67120361328125
1637062748.9525409,14,73.99005126953125
1637062766.2119682,15,74.26382446289062
1637062783.377477,16,74.0284423828125
1637062800.877557,17,74.86812591552734
1637062818.2274814,18,74.98998260498047
1637062835.890364,19,75.41566467285156
1637062853.78543,20,75.48243713378906
1637062871.1924405,21,75.94317626953125
1637062888.971933,22,75.99492645263672
1637062906.549758,23,76.11177825927734
1637062924.1780505,24,76.30876159667969
1637062941.8182182,25,76.30208587646484
1637062959.3702457,26,76.4606704711914
1637062976.827971,27,76.58753967285156
1637062994.4853156,28,76.76448822021484
1637063011.6977503,29,76.73444366455078
1637063028.9565542,30,77.03993225097656
1637063046.1999242,31,77.05829620361328
1637063063.497435,32,77.11004638671875
1637063080.359168,33,77.02323913574219
1637063098.1285174,34,77.04326629638672
1637063116.2006614,35,77.26195526123047
1637063133.755298,36,76.96981811523438
1637063151.4571,37,77.54740905761719
1637063168.9817736,38,77.5791244506836
1637063186.6166322,39,77.64256286621094
1637063204.698333,40,73.13368225097656
1637063222.624252,41,74.92988586425781
1637063240.3428364,42,75.99492645263672
1637063257.9358268,43,76.48070526123047
1637063276.21843,44,76.96147155761719
1637063294.194169,45,77.0516128540039
1637063312.1752462,46,77.24024963378906
1637063329.9589174,47,77.34375
1637063347.5831769,48,77.44390869140625
1637063365.723998,49,77.36044311523438
1637063383.5771146,50,77.48397064208984
1637063401.5189223,51,77.63421630859375
1637063419.121234,52,77.74772644042969
1637063437.0243483,53,77.49065399169922
1637063455.1045692,54,77.67594909667969
1637063472.472,55,77.73771667480469
1637063489.9619522,56,77.79781341552734
1637063507.969344,57,77.87126159667969
1637063525.6587892,58,77.9296875
1637063543.3760107,59,77.88628387451172
1637063560.9926813,60,77.83787536621094
1637063578.218056,61,78.12834167480469
1637063595.6799428,62,77.60416412353516
1637063613.2368398,63,78.13668823242188
1637063630.9599261,64,78.13334655761719
1637063648.3196654,65,78.19511413574219
1637063665.582408,66,78.32698822021484
1637063683.113674,67,78.30529022216797
1637063700.9086976,68,78.34869384765625
1637063718.6559987,69,78.45719909667969
1637063736.1562564,70,78.36872100830078
1637063753.9082925,71,78.5823974609375
1637063771.5524564,72,78.55401611328125
1637063788.8420444,73,78.65751647949219
1637063806.3584528,74,78.75267028808594
1637063824.0828109,75,78.78939819335938
1637063841.6900656,76,78.87620544433594
1637063859.1781926,77,78.85449981689453
1637063876.7804887,78,78.83280181884766
1637063894.3768675,79,78.92127227783203
1637063911.747512,80,78.88621520996094
1637063929.8762047,81,78.98804473876953
1637063948.6434898,82,79.07318115234375
1637063967.4932406,83,79.01475524902344
1637063985.758189,84,79.07986450195312
1637064003.7172256,85,79.1366195678711
1637064021.5735703,86,79.12994384765625
1637064039.958727,87,79.1416244506836
1637064058.3420653,88,79.163330078125
1637064076.5081594,89,79.14830017089844
